Comment,emotion,confidence
dengerin obrol luar biasa orang pintar tuang raga pikir bagaimana indonesia lebih baik maju kedepannyaproud,joy,0.6650508642196655
gue nonton hampe hbs ful gila manfaat sekali obrol,anger,0.6521021127700806
economic electrical engineering think that will build indoesian future,joy,0.9829817414283752
,anger,0.5040603876113892
assalamualaikum,joy,0.5736846923828125
tahun purbaya president wakil president dharma,joy,0.7662704586982727
istri purbaya keren,joy,0.6072056889533997
percuma kalo koruptor masuk kabinet,anger,0.8614407181739807
orang jadi presiden,joy,0.7126222252845764
bilang sekolah tidak penting,joy,0.4918121099472046
mbg tepat sasar rasa dana sarana distribusi,joy,0.7405576109886169
kelas sma sangat suka tonton podcast,anger,0.5079150795936584
makasih purbaya baya sehat selalu buat purbaya keluwarga tuhan memberkatti semua,anger,0.5458652973175049
baik perintah mulai imbang kondisi tindak adil transparansi informatif pajak sangat peran imbang misal banyak rumah kosong satu sisi banyak rakyat lantar tidak milik tempat teduh jaman maju teknologi informasi banyak masyarakat tani tabrak produksi akibat hasil produksi harga jatuh,joy,0.5320180058479309
yoi,anger,0.6425409913063049
bla bla bla,anger,0.8302470445632935
kalo mau tambah banyak ahli mudah dong syarat beasiswa makin banyak berangkat makin besar mungkin tambah ahli,anger,0.6844075918197632
timor leste duduk akses listrik gimana indonesia merdeka mepunyai sda mampuni,anger,0.4928204417228699
perlu program perintah sambung contoh garis haluan negara jangka hingga jelas tuju bangsa,anger,0.45801016688346863
suka sekali,anger,0.5429235100746155
diskusi luar biasa orang orang pinter aset bangsa cinta negara lomba segala cara bangun negeri indonesia terima kasih purbaya gita,joy,0.7103946208953857
hal buka map tempat tidak stabil growth investasi pasti resiko banyak hutan gelap jamah probabilitas pilih raja ampat probabilitas tambang pilih lestari pariwisata indah alam rumit managemen putus,joy,0.7591716647148132
bijak regulasi banyak aspirasi mahasiswa bagus muda semangat gebu gebu berani ambil langkah jauh koboi purbaya ingat kata kata soekarno pemuda ubah indonesia semangat,joy,0.6083625555038452
sbn negara defisit debeli bank investor ritel optimal kalo keluar lebih besar dapat arti return investasi tidak nutup profit,joy,0.9475693702697754
gesture tubuh diimprove gerak mata kedip mata tarik drive hilang kenang baru lalu masuk kena asumsi miskin definisi pengaruh,anger,0.44894716143608093
semangat put,anger,0.5417662858963013
gedabrus lihat daerah tuh rakyat jerit,anger,0.7060216069221497
tenaga ajar bayar pilih dong bagus evaluasi spt swasta jangan pns,anger,0.6362466812133789
coba sekali ken,anger,0.43762391805648804
tempat santai anti ribet,anger,0.7535715103149414
masuk dulu rasa sendiri,anger,0.41129636764526367
hits wajib coba,joy,0.9208977818489075
bismillah keren bismillah inn shaa allah niat baik nkri mudah segala allah,anger,0.5597003698348999
daging buat gen,anger,0.4638139605522156
anak muda bangsa banyak nontok bincang,joy,0.4745297133922577
obrol orang orang pinter,anger,0.5430927276611328
luar biasa gita purbaya isi daging semua akhir ungkap sekian banyak masalah masalah utama botllenecking moga purbaya hasil menguruai kalau tidak tumbuh mustahil capai,anger,0.5071521997451782
coba debat capres kyak gin tanya jawab,joy,0.5379839539527893
tri menku pimpin priyatin ulet disiplin sekrang melaksankan jujur trnparan,joy,0.44817054271698
tuju masa purbaya dosen dulu baru guru sma smp menenuhi syarat tingkat anggar bea siswa banyak anak dapa beasiswa ikat dinas,joy,0.7475337386131287
trkh,anger,0.40706825256347656
hutang tahun jumlah plastic isu jumlah tahun,joy,0.5413690209388733
saham turun atus,anger,0.6030130982398987
aset wang not jaga sebentar ampun,anger,0.5799920558929443
saham syarikat naik atus,anger,0.5276663899421692
you talk blue streak,anger,0.7161023616790771
jaman sekarang dogfight bukan sama pesawat pesawat rudal mig bantu cegat kalau rudal jarak jauh mau hantam kota kapal frigate angkut rudal hipersonik jarak jauh tambah jarak tembak,anger,0.8463405966758728
sukses selalu orang orang hebat,anger,0.5612471699714661
purbaya knp dri dulu batas wacana redonmksi rupiah,anger,0.7483392357826233
era culik tipu,anger,0.7303140163421631
korupsi tidak tolong simpel,anger,0.40654224157333374
insight inspirasi,joy,0.9282675385475159
menit,anger,0.5232092142105103
kuliah malam nih obrol sangat bobot,joy,0.7655364274978638
purbaya moga sehat selalu rakyat dukung purbaya selalu satu sejahtera indonesia maju hebat purbaya,joy,0.6892903447151184
makin kesini makin omon quot omong tri,anger,0.6496092081069946
capek quot mas purbaya hemat quot uang biaya israel beli senjata,joy,0.4865194261074066
tri gombal gabuul,joy,0.5321722030639648
dulu dibohongin ada depan dibohongin,anger,0.4494955241680145
orang hebat bicara tinggi paham mudah sukses selalu orang pinter bangga indonesia,joy,0.4542001485824585
yeay juta per bulan orang dosen siap abdi full time bapak bismillah,joy,0.5625903010368347
mkanya menteri profesional klau partai jadi macam zulikfli hasan bahlil rusak,anger,0.48084816336631775
mohon maaf bukan semua moga indonesia makin maju segala indonesia makin kibar,anger,0.5357038974761963
masalah birokrasi bagai mana baik purbaya menku lebih tau cerdas moga presiden prabowo tetap percaya keputsan purbaya menyetujuwinya mohon maaf semua terimakasih,anger,0.5274243354797363
moga gabung semua ekonomi indonesia tetap aman makin kembang hasil,anger,0.4142606854438782
mohon maaf tadi mau istirahat ngantuk mohon maaf ikut nyimak terimakasih,anger,0.7274799346923828
salam selamat pagi mohon maaf purbaya menku ikut menimak pembicaran bapk dua jaran semua alam purbaya mohon maaf terimakasih,anger,0.642047643661499
tri gagal usaha makin susah daya beli masyarakat makin turun,anger,0.47954270243644714
autoplay dengerin kuliah ekonomi merem kedengeran sayup sayup suara purbaya nyata podact gita,joy,0.60018390417099
sulit jadi orang baik amanah tarung oligarki mafia negara indonesia,anger,0.6786969900131226
enlighten the nation life,joy,0.9689105749130249
idola,joy,0.8778754472732544
presiden bnyak curhat metrinya banyak drakor omdo fakta kerja lapang nol,anger,0.6916208863258362
menit balik perlu orang moral lebih banyak orang pinter moral bahaya,joy,0.9588200449943542
nyata indonesia kurang orang pintar orang moral,joy,0.8141356110572815
bagus,anger,0.5210639238357544
cetak orang pinter penting jangan korupsi yah,anger,0.608685314655304
garis besar pola pikir purbaya imbang suply demand gita seperti banyak menuntu suplai suplai purbaya bilang demandnya tidak cipta dua harmoni,joy,0.8128063082695007
indonesia sibuk omon omon,anger,0.5713356137275696
sangat tuju gaji guru ajar besar investasi didik lebih besar cipta orang pintar abdi penting bangsa,joy,0.820234477519989
didik ekonomi ajar mulai sejal karena suapaya generasi indonesia melek denagn kondisi ekonomi baik keluarga negara,joy,0.5651892423629761
bicara sangat luar biasa bobot cermin diskusi dalam ekonom negara milik paham kuat kondisi arah ekonomi anda ambil bijak khusus menteri milik kapasitas wawas dalam pikir purbaya gita besar harap indonesia kelola lebih baik benar benar lang jadi negara maju,joy,0.6305763125419617
buka loker dulu baru ekonomi maju,joy,0.43345487117767334
great people purbaya gita tuhan serta sekali,joy,0.9719242453575134
merinding,anger,0.3627626597881317
malu tri didik tri uang malah mikirin warga buat banyak nyetak orang,anger,0.4937445819377899
minat,joy,0.4110192656517029
real balik pria hebat wanita wife material,anger,0.5889459848403931
sungguh sangat tambah motivasi hrs sekolah setinggi tinggi anak quot keluarga syg relasi koneksi ekonami masyarakat mayoritas minus smg program bijak prabowo purbaya hasil suxes maslahat kah allah swt,joy,0.7690758109092712
moga tidak tumbal negara korban isi kepala kosong,anger,0.46105095744132996
sayang menkeu,anger,0.6910711526870728
baru kali lihat gita ngakak wkwk,anger,0.5242254137992859
aku susah percaya diri aja sedang ikut kuliah ekonomi gita menteri gaji coba bahas gaji berapa uang negara keluar imbang sejahtera ekonominyasukses selalu menteri,joy,0.6572802066802979
tidak bayang kalo wawancara mas gibran,anger,0.4619581699371338
pembicataanya ngalir gitu aja tidak tahan tutup,anger,0.5728190541267395
indonesia sedang tata masa depan manusia indonesia,joy,0.6665429472923279
gaji guru perhati banyak orang pintar mau ajar,joy,0.9285467267036438
love you much gita menteri moga niat baik kalian bangsa besar wujud atas hendak smoga hati kalian selalu rang cahaya sayyidina muhammad saw,anger,0.6131389737129211
mau kredit kur susah minta jamin sesuai atur dulu,anger,0.546528160572052
bijak menteri dampak rakyat rakyat hidup tenang makan cukup ibadah tenang,anger,0.8643807172775269
sangat tarik,joy,0.46654707193374634
terimakasih purbaya sadewa gita wirjawan atas kabar info cerah sehat srlalu aamiin,joy,0.7670857310295105
podcast mahal jauh,anger,0.697780966758728
hebat menteri uang satu moga sehat selalu selalu aamiin yra,anger,0.47212690114974976
wkwkwkwkwkwk mimpi,anger,0.4785540699958801
surat hutang negara bagaimana sekarang,anger,0.40476253628730774
periode mau pimpin presiden tidak rugi mulai dulu aku coblos prabowo,anger,0.4312158226966858
panggil bennix dong bos gita,joy,0.4143401086330414
olahraga denger podcast gita,joy,0.46415019035339355
coretax segera optimisasi rekrut bener quot orang pinter bidang,joy,0.821173369884491
tetap diri semangat,anger,0.5392427444458008
menteri uang jabat bankbapak purbaya ibu stefanie,joy,0.6916565895080566
sini tau salah satu poin beliau diskusi didik sangat penting jamin kualitas manusia baik masa depan penuh ketidakpastian tahan imbang,joy,0.44847914576530457
kuliah sks,anger,0.6152708530426025
daging semua nonton lawa tunggal diri mending nonton guys rangsang saraf pikir positif,joy,0.5734221935272217
,anger,0.5040603876113892
nyata boong,anger,0.47422781586647034
,anger,0.5040603876113892
angkat topi buat gita purbaya ngasih ilmu gratiss,joy,0.8885042071342468
keren habis,anger,0.8213438987731934
istri beliau hebat kok kok pacar mau nikah asalkn sekolah luar biasa wawancara depan isteri beliau,anger,0.4904157817363739
banyak orang pintar negeri tidak disupport ugal ugalan perintah sendiri apa sistem,joy,0.5193479657173157
daging smua cok raja raja akhir,anger,0.616872251033783
cuih potong joni insan,anger,0.7229548692703247
ujung duit ratus triliun buat kaya jabat lewat mbg ngapain susah wkwkkw,anger,0.542304277420044
gila eksklusif podcast bobot bawa ringan santai orang tidak intelektualitasnya tinggi cerdas emosional luar biasa bener kelas berkualitasyth purbaya gita wirjawanterima kasih banyak ucap,joy,0.749770998954773
jabat menganalisa hidup rakyat bukan jabat sibuk urus diri sendiri,anger,0.5096064805984497
baru kali puas dengerin podcast narsum enak leluasa keluar pikir host tidak sela saat poin omong mantap,anger,0.44174593687057495
gbr titik mau jdikan apa,anger,0.518581748008728
skalah gbr jangkah pendek jangka panjang siring lupa susa banyak suara,anger,0.4288930296897888
sudarpian megajar tetap mengonor kesuasta uang lebih,anger,0.5901575684547424
percanaan tidak bgn agar lebih murah pasang rab semua antik,anger,0.6020186543464661
sekarang bukan abdi negara negara perkosa,joy,0.46479928493499756
,anger,0.5040603876113892
podcast mewah,anger,0.814010500907898
obrol negarawan,anger,0.5042321681976318
nampaknya dialog orang ilmuwan nyambung menkeu usul jadi staf ahli kemenkeu,anger,0.8186470866203308
saat rakyat melek nih ajar konsumsi kayak gin kayak lebih baik mana liat liat panji,anger,0.4604205787181854
busyeet podcast,joy,0.44559842348098755
semangat mami,anger,0.4853373169898987
podcast ilmu,anger,0.6903755068778992
tri uang setting umr tara emas,joy,0.45386287569999695
sekarang aku tahu rasa kuliah ekonomi keren,joy,0.5814763307571411
kok tidak uang sistem korup besar,anger,0.6754503846168518
bahas dsi kasus duga gelap,joy,0.5690940022468567
mahal,fear,0.3617953658103943
tod,anger,0.9387235045433044
jangan listrik geotermal,joy,0.3917975127696991
jangan listrik,anger,0.5069298148155212
minggu depan lebih baik teks,anger,0.45952799916267395
tega hukum transaksi,anger,0.5197495222091675
orang banyak tahu,anger,0.5249173641204834
cetak ekonom baru,joy,0.4965831935405731
ekonom bagus kurang,joy,0.4907057583332062
luar biasa,anger,0.4850451648235321
coba dengar apa daya ilmu ekonomi cetek,joy,0.6699976325035095
gue pengin men keu diskus gfp fikih islam biar ekonom barat trus,joy,0.5187268853187561
what masterpiece podcast,joy,0.9489521384239197
ormas ormas enak diapain,anger,0.48218777775764465
nyata bangun negara jadi maju banyak quot kompleks pikir masuk mulai didik usia dini,anger,0.46150878071784973
orang anak orang tua orang guru sangat haru dengar jawab purbaya beliau bilang quot biar cipta tumbuh ekonomi dulu biar cukup modal biaya quot sehat selalu purbaya smoga selalu mudah segala baik,joy,0.7519168853759766
aamiin aamiin,joy,0.48633599281311035
mohon maaf purbaya mohon maaf ikut simak pembicarannya terimakasih moga tetap sehat semua moga alloh selalu sama semua mohon maaf bila sda salah terimakasih,anger,0.6626818776130676
moga rena semua hasil pelan mohon maaf terimakasih,anger,0.7945794463157654
mohon maaf atas semua usul mohon maaf orang biasa terimakasih,anger,0.7074345946311951
mohon maaf kalau guru uang lebih mungkin ekonomi lancar mohon maaf terimakasih,joy,0.5482771992683411
alhamdulillah purbaya semua sukses moga tetap sehat moga alloh selalu sama terimakasih orang cerdas baik jujur mohon maaf komen bila salah terimakasih,anger,0.5627632141113281
alhamdulillah purbaya pintar baik jujur moga berkah semua pigur aku orang biasa mohon maaf terimakasih,anger,0.704630434513092
salam mohon maaf mohon maaf nyimak cerita alam purbaya sukses baik jujur sederhana bicara mohon maaf aku nyimak buat alam terimakasih,anger,0.5920341610908508
salam mohon maaf ikut nyimak purbaya menteri uang teman moga sehat selalu semua mohon maaf terimakasih terimakasih ustad hidayat atas bantu terimakasih,anger,0.6080327033996582
sehat selalu tri purbaya,joy,0.8079419136047363
pasti tau yakin mesti solusi siapa kalau jujur audit nemu solusi,joy,0.6598934531211853
,anger,0.5040603876113892
ekonomi tidak kenceng kalo harga bbm,joy,0.7491154074668884
baru mantabs obrol orang kelas pintar ingin maju indonesia,joy,0.4143105149269104
kapan undang dandhy laksono,anger,0.5337867140769958
makasih ada podcast jadi ilmu insight buat rakyat,joy,0.7568022608757019
makin yakin tuh kemenkeu belum agen cia ambil balik ama bill gates,anger,0.5763815641403198
mohon penncerahan soal genz paham bagaimana pola pikir disekolahin gratis level program kemetrian kok malah mundur apa pilih lebih masuk akal yakin pilih lebih tarik,anger,0.43489736318588257
sekian banyak menteri wamen gemuk dipriode baru purbaya mau duduk luang waktu diskus uji luas berfikir sama gita,joy,0.5877454280853271
menteri purbaya asn siap awardee,joy,0.9186691641807556
agen cia jadi tri,anger,0.508703351020813
god bless indonesia pimpin pintar bijaksana,joy,0.9933880567550659
bodoh nangkapnya jelasmksh,anger,0.8602096438407898
sekolahin,anger,0.7033721208572388
ayo abdi teman teman lulus lpdp naik status negara,joy,0.5264460444450378
qdfhhdhfiaidutidudhvbzhcuawytdbvvz nfjdjdjbs njfjfjf jdkdjjf jfjfjfjf nfjdjf dendd nfjfjf ndjdjd kfnf jejdjdj,anger,0.6875060200691223
gen bener yaa,anger,0.7851694822311401
tri mau tanya kalau kalau tamat sma suka tam tanam tempat umur mau masuk mungkin kawan kawan banyak minat,joy,0.47157055139541626
bajar tinggal ajar lain,joy,0.8411113619804382
ide luar biasa koruptor sikat dlu krna hambat indonesia lebih kembang maju,joy,0.42427387833595276
ekonomi bisik,joy,0.7512441277503967
owalaa mantan slb tooh,anger,0.8028497695922852
berat bahas,joy,0.638931155204773
nyata gen,fear,0.3585207760334015
mewah sekali kuping bicara elit politik,anger,0.8797913193702698
tuju kuliah gratis ilmu orang tepat orang awam cerah orang kredible tengah banyak orang abal terimakasih,joy,0.5388111472129822
kalau undang mas gibran paham smua ekonomi global,joy,0.9755943417549133
finally dude,joy,0.8739500641822815
btpn bang tabung pensiun uang oensiunan utang pinjam jasa mak hapus jasa terimakasih,anger,0.45747292041778564
kata neng bunga tangkap polisi bener,anger,0.4311419427394867
tonton mahal masya allah sehat selalu purbaya yudhi sadewa,joy,0.7973492741584778
anjir ilmu pol meski aku jane tidak mudeng wkwkwkw,anger,0.643657386302948
terimakasih yaallah dengerin obrol gratis rebah,anger,0.6427444219589233
allah pribadi tahu jinja deebak,joy,0.6234448552131653
the only menteri tidak takut diskusi intelektual,joy,0.6737951636314392
seluruh menteri anggota dpr simak bincang diskusi purbaya gita wirawan,joy,0.6973427534103394
daging semua obrolanya,anger,0.5738065242767334
daging semua,anger,0.5248465538024902
terimakasih wawancara orang purbaya podcast kelas mau subscribe narasumber kualitas,anger,0.5097337365150452
didik bagus tempat kerja tepat sesuai ahli moral baik alias cari uang halal dukung perintah baik sehat indonesia maju sejahtera,joy,0.5568410158157349
gila purbaya guee,anger,0.4741325378417969
,anger,0.5040603876113892
asli mahal mahal kelaass,joy,0.6743859052658081
salam hormat dua,anger,0.6516438722610474
absolute cema,anger,0.5546753406524658
masterclass,joy,0.853330135345459
diskusi keren moga buat bangsa jadi bangsa maju,anger,0.5688667297363281
orang milik ekonomi awam jujur bawa gita lebih mudah erti bawa purbaya terlalu guna bahasa ahli sulit erti orang level tahu ekonomi newbie,joy,0.9194229245185852
banyak orang indo beasiswa cman banyak tidak erti jalur caranyasperti gelintir orang tau,joy,0.6073512434959412
terima kasih atas wawas baru bagi tunggu diskusi lanjut,anger,0.5204561352729797
stabilin harga drama berkat mbg putar ekonomi makin lancar buat semua orang,joy,0.45407387614250183
keren gita,joy,0.5644850134849548
mana purbaya,joy,0.8959095478057861
baru model panutan,joy,0.6770300269126892
mantap tidak kya belum dikit pajak naik,anger,0.7513121366500854
brunei kalo malem gelap tidak apa percuma listrik limpah,joy,0.3357473611831665
keren purbaya,anger,0.4925791323184967
ikn skr wisata ikn tuh jalan sendiri kepo guide uang,joy,0.7388616800308228
penasaran gmn istri purbaya,joy,0.5899618268013
ndaging semua kelaz waww,anger,0.81402987241745
terima kasih gita gaji guru terima kasih purbaya masuk sbagai bagi catat,joy,0.9662888646125793
sangat sesal tahun jokowi kuasa keluar nyata skill lihat latar belakang kualitas didik nyata ybs ijazah palsu cermin tidak pikir kualitas pemdidikan anak bangsa,joy,0.6891477108001709
obrol isi daging semua,anger,0.5117467045783997
podcast nila,anger,0.7808980345726013
moga aja aman aamiin,joy,0.6732962131500244
jangan salah sekarang guru sertifikasi gaji dobel,joy,0.8806992769241333
turunin tunjang anggota dewan naik gaji guru sulit susah,joy,0.9742436408996582
bicara banyak tidak kerja cuma hoki aja pilih dapet jabat moga kelak sekolah khusus jabat calon diri,anger,0.49430862069129944
bener bang,anger,0.7439587712287903
bincang bagus sekali haru lihat baik ide purbaya tingkat ekonomi indonesia sangat mulia,joy,0.7534584403038025
mau duh baru tau info euy,joy,0.7904740571975708
istri purbaya support sekali,joy,0.8273327350616455
mantabz cerdas ajar panjang hayat,anger,0.740376889705658
berat,anger,0.6041131019592285
sangat pegun cara komunikasi idea utara dua tokoh ikut fahami apa bincang rana suasana profesionalisme sampai kelola sesi bincang sangat profesional meski laksana santai salam respect malaysia tuan dua,joy,0.83060622215271
kalau indonesia mau maju kasih tandem orang purbaya tom lembong ryu hasan,joy,0.7917397022247314
genk dinasti solo tertawa bahak bahak lihat podcast luar nulur cuma omon omon,joy,0.5704741477966309
sehat selalu kalian jaga nkri moga selalu lindung allah,anger,0.6556615233421326
telat satu bulandaging semua isi,joy,0.5194708704948425
mantap purbaya,anger,0.494131475687027
dengar bulsitt,joy,0.5529133677482605
indonesia mau maju anak mudah dengar orang pintar didik sangat penting,joy,0.48025745153427124
assalamualaikum hadir sob,anger,0.42226800322532654
daging semua bray,anger,0.7431538105010986
menteri model purbaya semua beneran mau maju indonesia,joy,0.7025982141494751
kuliah ekonomi sks,joy,0.46254679560661316
alhamdulillah salam silaturahmi vlog magetan,joy,0.5790705680847168
bilang sekolah kuliah scam kumpul orang dungu nonton podcast,anger,0.8802163600921631
atur aja purbaya,joy,0.7966034412384033
top,joy,0.5046488642692566
daging semua mantap,anger,0.724224328994751
tri kualitas beliau,anger,0.5390682220458984
terima kasih sangat manfaat,anger,0.4658360183238983
kaget purbaya tidak rasa susah guru hasil jtan membiayaai keluarga soal hasil purbaya selalu besar bahaya sekali bahaya,joy,0.93532395362854
aamiin selamat juang bantu rakyat lemah moga selalu lindugan alloh swt aamiin,anger,0.6078218221664429
masuk akal logika kang purbaya mudah akang tetap beri sehat kuat cara pikir maupun fisik,anger,0.6139114499092102
tembus viewers,anger,0.5002506971359253
keren,anger,0.6215807795524597
bawa podcast gita selalu ngajak diskusi lebih narasumber podcast belum salah satu podcast gita tidak sering sela nara sumber bicara,joy,0.516787052154541
mau sekolah,anger,0.6167364716529846
memang baik purr,joy,0.4687514901161194
muantab isi,anger,0.6145652532577515
layak buat film alm almh habibi ainun kisah cinta hidup,joy,0.4666816294193268
bijak pikir quot kebaji quot,anger,0.5558050274848938
jenius ktemu jenius,anger,0.6234059929847717
baru nonton wao indonesia,joy,0.5050191283226013
bangga dengar cakap asa makna beli kuota nonton cakap danke gita,joy,0.6289762854576111
siap kim lihat end game timothy ronal frame,anger,0.5195752382278442
gila bukan obrol warung kopi obrol intelek,anger,0.49957364797592163
hope,joy,0.9738897085189819
purbaya very cool,joy,0.9984883069992065
luar biasa,anger,0.4850451648235321
tangkap srimulyani,anger,0.44294047355651855
hadir danantara cepat proses hilir buat maju ekonomi indonesia,joy,0.7104462385177612
gaji nyuci omprem mbg lebih besar gaji guru honorer,joy,0.9810293316841125
sangat sepakat pola pikir purbaya gita maju sdm ekonomi nkri moga depan jalan baik amiin rabb,joy,0.7825440764427185
padahal perintah dana didik selesai,anger,0.47597169876098633
menkeu zaman sby purbaya menkeu sekarang aku orang desa dapat ajar bangsa kurang orrg pinter,anger,0.846764862537384
purbaya tidak jadi menkeu umur hidup,anger,0.535490095615387
asa kuliah trimakasih ilmu sangat manfaat,joy,0.5729590654373169
mungkin paham cuma tidak satu bagi skip sangking seru bobot obrol,joy,0.4931795299053192
mksdnya bottle neck apa yah,anger,0.7814347743988037
potong kurang jumlah drastis leher botol buat suatu sistem milik nilai nominal lebih kontrol,anger,0.6347293853759766
inti kontrol sistem baik sektor domestik,joy,0.6858769655227661
obrol kelas mewah daging semua,anger,0.6911304593086243
mantab,anger,0.8233901262283325
kira nih istilah diskusi termul erti tidak awkwkwkwkwkwk,joy,0.5169802904129028
kereenn mah kelas pokok,anger,0.7746592164039612
obrol mahal neng untung ndengerin,joy,0.47824567556381226
keren,anger,0.6215807795524597
gen gen duga,anger,0.6354538798332214
bukan planga plongo,anger,0.5625023245811462
kok pikir open tips umkm,joy,0.8286951780319214
mahal,fear,0.3617953658103943
purbaya love purbaya,joy,0.7930310368537903
menteri tuh,anger,0.8060144782066345
purbaya pasti segala penjuru serang non fisik spy tetap aman jaga sholat buat baik amal moga selalu lindung aamiin,anger,0.4535326659679413
wow this podcast mal the host specialist and the guest leading expert thank you,joy,0.9962137341499329
mau dong sekolah,anger,0.6412704586982727
kalo gibran gabung bakal lebih keren,anger,0.5468789935112
kamu urus coretax dulu tidak purbaya ancuur pajak,anger,0.8220969438552856
suka baget gita purbaya moga indonesia cepat rakyat sejahtera jabat jujur,joy,0.543165922164917
duh sehat sehat purbaya yok indonesia doain biar shikat orang zalim,joy,0.5167441964149475
sri mulyani apa,joy,0.9275964498519897
jabat perlu tahan,joy,0.5137501358985901
retail,joy,0.7588759660720825
cerdas cerdas daging,fear,0.7945461273193359
menu podcast berat renyah full wawas makro ekonomi,joy,0.890975296497345
pas momen gen ngakak,anger,0.6809313893318176
kelas menteri aja dulu sekolah kadang males bukan menteri,anger,0.7448499798774719
mewah sekali obrol,anger,0.7582675218582153
hadir,anger,0.4826619625091553
tidak bayang kalo tamu gibran,anger,0.49516844749450684
orang tri uang wawancara orang ekonom pikir satu ide bahas kongkrit anti normatif anti dongeng terlalu ekslusif kapan akhir tonton mewah,anger,0.7566775679588318
gue ngerasa masuk ruang kuliah,anger,0.6296409368515015
daging semua isi bocorin cita prabowo mau bkin skolah dngn taraf international bangga denger,joy,0.6944802403450012
podcast real daging ayo dong perintah indonesia isi sama orang pinter gin insyaa allah indonesia lbh cerah deh,joy,0.6967443823814392
thank you purbaya gita wawas sangat buka ekonomi didik,joy,0.9913427829742432
lugas optimis sistemis bismillah purbaya insyaallah jalan oiya purbaya dibanyakin quot insyaallah quot biar usaha manusia biar allah bantu semua,joy,0.6564327478408813
intisari ambil knowledge sampai purbaya jalan konsep dasar supply demand tingkat demand cipta tumbuh ekonomi agresif,joy,0.736457884311676
podcast flexing keras ekonom nasional mikirin uang rakyat sri mulyani kurang hasil metode,joy,0.6950693726539612
gita kurang rangin ngomong quot siap quot,anger,0.46177008748054504
pikir jahat kemenkeu belum sengaja desain semua untung purbaya masuk intervensi moga kira salah,joy,0.7808299660682678
kurang lama nonton jam lebih mau nongkrongin skip sedikit sayang kalau lewat pegang bijak,anger,0.5041607618331909
tidak erti apa ekonomi rasa bangga nonton bincang mewah sehat selalu negara rakyat sangat butuh cerdas banyak murni cuil mampu salah,anger,0.5479428172111511
podcast apa pegang buat baca istilsh baru bahkan ulang lanjut,anger,0.6668610572814941
kwkwkwkwkwkw gen wkwkwkwkw,anger,0.4964885413646698
orang orang cerdas level tara kalau ngobrol asik simak,joy,0.42038261890411377
sangat cocok calon presiden indonesia datang mantaf purbaya,joy,0.6431648135185242
,anger,0.5040603876113892
allah nyesel tidak ajar bener waktu sekolah nyata pinter keren,anger,0.7129871845245361
terima kasih ilmu,anger,0.4753058850765228
filsafat absrudisme nihillisme terkadang nietzhs tidak salah sepenuh,anger,0.8282378911972046
ini menteri sesuai bidang alam bukan menteri titip politik balas budi tidak sesuai bidang,joy,0.4856622517108917
terima kasih gita,joy,0.504958987236023
sehat sllu tri,anger,0.5593122243881226
